종목코드,회사명,기업가치
017680,데코앤이,-89532870000.0
008800,스튜디오썸머,0.0
038070,서린바이오사이언스,42659920000.0
010420,한솔피엔에스,0.0
079940,가비아,275870430000.0
014200,광림,-32358320000.0
013570,디와이,675884870000.0
077360,덕산하이메탈,173597390000.0
003610,방림,108832340000.0
083930,아바코,360632450000.0
005710,대원산업,533310530000.0
015590,큐로,0.0
014680,한솔케미칼,1060316330000.0
067310,하나마이크론,364595490000.0
004590,한국가구,117256830000.0
010820,퍼스텍,0.0
016670,포비스티앤씨,63836240000.0
082660,삼우엠스,-164759430000.0
000440,중앙에너비스,0.0
083310,엘오티베큠,273663680000.0
006040,동원산업,1918086200000.0
014970,삼륭물산,-11723760000.0
080010,이상네트웍스,106855530000.0
011040,경동제약,379239050000.0
008060,대덕전자,903551350000.0
058220,아리온테크놀로지,-93823140000.0
008370,원풍,43562980000.0
003680,한성기업,0.0
078160,메디포스트,-75645580000.0
007390,네이처셀,0.0
015020,이스타코,-52991640000.0
082850,우리이티아이,-378655040000.0
011280,태림포장,291916250000.0
080160,모두투어네트워크,226723570000.0
019540,일지테크,-158411050000.0
002310,아세아제지,1261506230000.0
078890,가온미디어,180738150000.0
007770,한일화학공업,90762350000.0
010660,화천기계,0.0
050890,쏠리드,-63739150000.0
017890,한국알콜산업,508695440000.0
011150,CJ씨푸드,0.0
082210,옵트론텍,96333130000.0
003310,대주산업,25252830000.0
082270,젬백스&카엘,65740740000.0
075130,플랜티넷,77231420000.0
005850,에스엘,637000300000.0
080440,에스제이케이,-154358110000.0
009970,영원무역홀딩스,4335903680000.0
073490,이노와이어리스,16587690000.0
002230,피에스텍,107264620000.0
012510,더존비즈온,747907000000.0
079950,인베니아,84506620000.0
009730,코센,2015320000.0
003850,보령제약,331888070000.0
079960,동양이엔피,164237130000.0
016920,카스,70163540000.0
080220,제주반도체,177631990000.0
007630,폴루스바이오팜,-159800540000.0
013030,하이록코리아,362624730000.0
008250,이건산업,132006630000.0
079810,디이엔티,-180459830000.0
012690,모나리자,0.0
080000,에스엔유프리시젼,204021330000.0
006920,모헨즈,16157660000.0
052220,아이엠비씨,43897890000.0
079650,서산,8308510000.0
052900,케이엠에이치하이텍,98879230000.0
066910,손오공,12664610000.0
049950,미래컴퍼니,405396510000.0
